,gender,age,emotion,base,rewriting,semantic,transformation
3869,مرد,40-69,عصبانیت,متشکرم از اینکه مرا مطلع کردید.آیا فکر می کنید همه گزینه ها را در نظر گرفته اید ، آیا می توانید از هر زاویه ای به وضعیت فعلی خود نگاه کنید؟,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,10,LOW
3870,مرد,18-39,عصبانیت,آیا می توانید با اطمینان بگویید که همیشه در گذشته دیدگاه های دیگری را که توسط دوستان یا خانواده ها ارائه شده است در نظر گرفته اید؟,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,10,LOW
3871,مرد,18-39,عصبانیت,راستش ، وقتی دیگران درباره شما نظرات می کنند ، آیا واقعاً فکر می کنید همیشه نظرات دیگران را در نظر می گیرید و به آن احترام می گذارید؟,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,10,LOW
3872,مرد,18-39,عصبانیت,در بحث با افراد در زندگی شما قبلاً ، آیا دیدگاهی متفاوت از خود را بررسی کرده و اتخاذ کرده اید؟,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,10,LOW
3873,مرد,40-69,عصبانیت,آیا دیدگاه طرف مقابل را دارید و از منظر طرف مقابل به این وضعیت نگاه می کنید؟,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,10,LOW
3874,زن,18-39,عصبانیت,فکر می کنید راه دیگری برای دیدن این وضعیت وجود دارد؟,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,10,LOW
3875,زن,18-39,عصبانیت,آیا وقت خود را صرف در نظر گرفتن دیدگاه های دیگر غیر از دیدگاه خود کرده اید؟,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,10,LOW
3876,مرد,18-39,عصبانیت,به نظر شما از منظر دیگران مفید است؟,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,10,LOW
3877,مرد,18-39,عصبانیت,آیا فکر می کنید می توانید دید خود را به دیدگاه دیگری تبدیل کنید؟,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,10,LOW
3878,مرد,18-39,عصبانیت,آیا در نظر گرفته اید که افراد دیگر در مورد مکالمه خود با آنها چه فکر می کنند؟,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,10,LOW
3879,مرد,40-69,عصبانیت,آیا به راحتی می توانید نظرات دیگران را در نظر بگیرید؟,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,10,LOW
3880,زن,40-69,عصبانیت,آیا می توانید دیدگاه های دیگر را بدون قضاوت یا بحث و گفتگو سریع مشاهده کنید؟,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,10,LOW
3881,مرد,18-39,عصبانیت,آیا واقعاً فکر می کنید همیشه می توانید نظرات دیگری را در مکالمات قبلی در نظر بگیرید؟,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,10,LOW
3882,زن,40-69,عصبانیت,شما می گویید که همیشه در مکالمات قبلی نظرات دیگری را در نظر گرفته اید و به جای اینکه اجازه دهید آنها را تعطیل کنید ، نظرات و پیشنهادات دیگران را کاملاً در نظر بگیرید؟,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,10,LOW
3883,زن,18-39,عصبانیت,امروز دوباره از صبر شما متشکرممن می خواهم بدانم که آیا شما واقعاً اعتقاد دارید که همیشه در بحث های قبلی نظرات دیگران را در نظر گرفته اید.,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,10,LOW
3884,مرد,40-69,عصبانیت,در زندگی روزمره ، آیا به جای اینکه همیشه انگیزه خود را مطرح کنید ، با دقت به نظرات دوستان خود گوش می دهید؟,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,10,LOW
3885,مرد,40-69,عصبانیت,راستش ، آیا می توانید به من بگویید که در گفتگوی قبلی ، آیا واقعاً دیدگاه ها و دیدگاه های دیگری را در نظر گرفته اید؟,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,10,LOW
3886,مرد,40-69,عصبانیت,فکر می کنید شخصی هستید که واقعاً می تواند به دیگران گوش کند؟,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,10,LOW
3887,زن,40-69,عصبانیت,من می خواهم بدانم که آیا این از منظر دیگری مفید است ، آیا آن را امتحان کرده اید؟,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,10,LOW
3888,زن,40-69,عصبانیت,به عنوان یک عادت ، آیا می گویید که مشتاق هستید دیدگاه های دیگری غیر از خود را در نظر بگیرید؟,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,10,LOW
3889,زن,40-69,عصبانیت,متشکرم ، این به من کمک می کند تا شما را بهتر درک کنم.آیا اعتقاد دارید شخصی هستید که می تواند به دیگران گوش فرا دهد و عملی شود؟,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,10,LOW
3890,زن,18-39,عصبانیت,آیا احساس می کنید که معمولاً می توانید از خود خارج شوید و با یک دیدگاه جدید به اوضاع نگاه کنید؟,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,10,LOW
3891,زن,18-39,عصبانیت,در گفتگوی قبلی ، آیا دیدگاه های دیگری را که به شما ارائه شده است در نظر گرفته و در نظر گرفته اید؟,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,10,LOW
3892,مرد,40-69,عصبانیت,بعضی اوقات ، تا زمانی که بتوانیم گوش کنیم ، دیگران ممکن است به ما کمک کنند تا اوضاع را بفهمیم و قوی تر شویم.فکر می کنید شنونده خوبی هستید؟,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,10,LOW
3893,مرد,40-69,عصبانیت,در تعامل روزانه خود ، آیا اغلب متوجه می شوید که وقتی دیدگاه های مختلفی دارید ، حاضرید نظر خود را تغییر دهید؟,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,10,LOW
3894,زن,40-69,عصبانیت,می بینم ، متشکرموقتی صحبت می کنید ، آیا معمولاً نظرات و بازخورد دیگران را می خواهید؟,در گفتگوی قبلی ، آیا دیدگاه های دیگری را در نظر گرفته اید؟,10,LOW
3895,زن,18-39,عصبانیت,آیا اخیراً احساس کرده اید که شبکه پشتیبانی دوستان و خانواده شما بیگانه است؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3896,زن,40-69,عصبانیت,آیا در زندگی شخصی شما چیزی مزاحم وجود دارد و آیا شما با افراد نزدیک روبرو شده اید؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3897,مرد,18-39,عصبانیت,آیا به دلیل نزاع با افراد در زندگی احساسات منفی شدید را تجربه می کنید؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3898,مرد,18-39,عصبانیت,متاسفم که مشکل شما را شنیدم ، من همیشه در اینجا کمک می کنم.آیا وقتی اکنون با هر عزیزانی همراه می شوید با مشکل روبرو می شوید؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3899,مرد,40-69,عصبانیت,آیا اخیراً با دوستان یا عزیزان مشکل شخصی دارید ، شاید این یک مشکل باشد یا مشکل خانوادگی دارید؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3900,زن,18-39,عصبانیت,آیا به دلیل حوادث دردناک مانند رابطه با دوستان یا عزیزان است و اکنون شما یک بحران شخصی را تجربه می کنید؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3901,زن,18-39,عصبانیت,آیا چیزهای دردناکی را تجربه می کنید ، مانند ایجاد مشکل با کسی که دوستش دارید؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3902,مرد,40-69,عصبانیت,با توجه به مشکل رابطه با افراد نزدیک ، آیا احساس می کنید یک بحران شخصی را تجربه می کنید؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3903,مرد,18-39,عصبانیت,آیا این احساس مشکلات بیشتری را برای شما و شخصی که دوستش دارید به ارمغان می آورد؟آیا این یک بحران شخصی ایجاد می کند؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3904,مرد,18-39,عصبانیت,فکر می کنید زندگی شخصی شما اکنون ناپایدار است؟آیا رابطه شما با خانواده یا دوستان خود در معرض خطر است؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3905,زن,18-39,عصبانیت,اگر بپرسم ، آیا شما در حال تلاش برای مبارزه برای مشکلات شخصی هستید؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3906,مرد,18-39,عصبانیت,متاسفم که عصبانی هستید ، می خواهم بدانم که آیا این ممکن است نشانه چیزهای بیشتر باشد.آیا مشکلات عمده دیگری در زندگی اخیر شما وجود دارد؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3907,مرد,18-39,عصبانیت,آیا احساس می کنید یک اتفاق بزرگ وجود دارد که اکنون اتفاق می افتد ، مانند یک بحران شخصی؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3908,مرد,18-39,عصبانیت,آیا با برخی از افراد ، خانواده یا دوستان مشکلات شخصی اساسی دارید؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3909,مرد,18-39,عصبانیت,آیا به دلیل مشکلات شخصی عصبانی هستید؟آیا شما در محل کار هستید یا در خانه می جنگید؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3910,زن,18-39,عصبانیت,آیا با مشکلی روبرو می شوید که به نظر می رسد قادر به حل آن با افراد در محیط خود نیستید؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3911,زن,40-69,عصبانیت,در حاشیه بحران ، آیا واقعاً احساس فشار می کنید؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3912,مرد,18-39,عصبانیت,آیا می گویید که در حال حاضر دچار آسیب های شخصی هستید ، شاید ممکن است عزیزان یا دوستان خود را درگیر کنید؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3913,مرد,40-69,عصبانیت,از پاسختان ممنونم.اگر به من توجه نمی کنید بپرسید ، آیا اکنون یک بحران شخصی را پشت سر می گذارید؟آیا رابطه بین فردی شما یا چیزهای دیگر به ویژه دشوار است؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3914,مرد,18-39,عصبانیت,آیا می گویید ممکن است اکنون برخی از بحران را تجربه کنید؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3915,مرد,18-39,عصبانیت,اگر از من سؤال نکنید ، آیا شما یک بحران شخصی را تجربه می کنید ، یا اینکه با شخصی که دوستش دارید دشوار است؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3916,مرد,18-39,عصبانیت,در این لحظه ، آیا در این لحظه سؤالات مهمی با عزیزان خود دارید یا سایر موضوعات مهم؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3917,مرد,40-69,عصبانیت,آیا اکنون مشکل بزرگی در زندگی شما وجود دارد؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3918,زن,18-39,عصبانیت,من می خواهم بدانم که آیا اکنون دوره ای از مشکلات خاص را پشت سر می گذارید.,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3919,زن,18-39,عصبانیت,آیا با یک بحران شخصی روبرو هستید ، یا با خانواده ، دوستان یا عزیزان خود بیش از حد روبرو هستید؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3920,مرد,18-39,عصبانیت,آیا می گویید که بیشتر سوالات شما در اطراف شما است نزدیکترین سوال فعلی شما است؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3921,مرد,18-39,عصبانیت,شاید ، آیا تغییرات بین فردی شما در نمایشی (به عنوان مثال ، همراهی با دوستان یا اقوام خوب نیست)؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3922,مرد,40-69,عصبانیت,آیا می دانید که اکنون تحت فشار قرار دارید و با همکاران ، دوستان یا اعضای خانواده مشکل دارید؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3923,زن,40-69,عصبانیت,من می خواهم بدانم که زندگی کلی زندگی شما چگونه است.آیا اخیراً رویدادهای مهم یا چالش غم انگیز وجود دارد؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3924,مرد,18-39,عصبانیت,ببخشید ، آیا در حال حاضر مشکلات شخصی یا عاطفی خاصی دارید؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3925,زن,40-69,عصبانیت,اگر بپرسم ، فکر می کنید با دوستان ، خانواده یا عزیزان با مشکل روبرو شده اید؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3926,زن,18-39,عصبانیت,متشکرم که برای من باز بودید ، می خواهم به شما کمک کنم ایده های منفی را رها کنید.آیا اکنون به دلیل خانواده یا عزیزان خود درد خاصی می گذرانید؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3927,مرد,40-69,عصبانیت,من می دانم که این زمان خوبی برای شما نیست و شاید اتفاقات مهم تری رخ دهد.آیا شما یک بحران شخصی را تجربه کرده اید و با مشکلی روبرو هستید که افراد دیگر درگیر زندگی هستند؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3928,مرد,40-69,عصبانیت,فکر می کنید اکنون ممکن است یک بحران شخصی را تجربه کنید؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3929,زن,40-69,عصبانیت,فکر می کنید مشکلاتی وجود دارد که اکنون نمی توانید در زندگی خود حل کنید؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3930,زن,40-69,عصبانیت,رابطه شما با دوستان و عزیزان چیست ، آیا برقراری ارتباط با آنها اخیراً دشوار است؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3931,زن,40-69,عصبانیت,می دانید ، من می خواهم بدانم که آیا این عصبانیت منبع عمیق تری دارد یا خیر.آیا حادثه بزرگی ، بحران یا رابطه عمده با شخصی که به آن اهمیت می دهید وجود دارد؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3932,زن,18-39,عصبانیت,من می خواهم بدانم که آیا عصبانیت شما توسط چیزهای بزرگتر در زیر سطح ایجاد می شود یا خیر.آیا در زندگی شخصی یا زندگی شغلی با مشکلات خارق العاده ای روبرو شده اید؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3933,زن,18-39,عصبانیت,آیا فکر می کنید روابط بین فردی شما ممکن است مشکل داشته باشد و برقراری ارتباط با دیگران با احساسات یا عشق دشوار است؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3934,مرد,40-69,عصبانیت,آیا به احتمال زیاد اکنون چیزی به خصوص دشوار را تجربه خواهید کرد ، که تأثیر فاجعه بار بر زندگی شما دارد؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3935,مرد,40-69,عصبانیت,آیا در زندگی شخصی خود (مانند زندگی عاشقانه خود ، یا دوستان یا خانواده) با هرگونه مشکل یا سؤالاتی چشمگیر روبرو هستید؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3936,زن,40-69,عصبانیت,آیا این روزها با مشکل روبرو می شوید یا با دیگران همراه می شوید؟,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,11,LOW
3937,زن,18-39,اضطراب,متاسفم که این را شنیدمآیا تا به حال اتفاق افتاده است که به این شکل احساس می کنید؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3938,مرد,18-39,اضطراب,به عنوان دوست شما ، می توانید هر زمان و هر زمان به من بگویید ، و من تمام تلاش خود را برای کمک به شما می کنم.آیا می توانید به من بگویید چه اتفاقی افتاده است تا شما را به این شکل احساس کند؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3939,زن,40-69,اضطراب,من می دانم که شما مضطرب هستید.آیا می توانید در این مورد بیشتر به من بگویید؟آیا اضطراب ناشی از یک یا چند رویداد خاص است؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3940,زن,18-39,اضطراب,من احساسات شما را شنیدمبرای حمایت از شما ، آیا می توانید به من بگویید که آیا یک رویداد خاص باعث احساسات شما می شود؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3941,مرد,40-69,اضطراب,من می دانم که ممکن است احساس اضطراب کنید. اگر می توانید جزئیات بیشتری را ارائه دهید ، من مایل به کمک به شما هستم.فکر می کنید این ممکن است مربوط به هر رویداد خاص باشد؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3942,مرد,18-39,اضطراب,متاسفم که این را شنیدمآیا رویدادهای خاصی دارید که باعث می شود این احساس را داشته باشید؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3943,زن,18-39,اضطراب,احساس احساسات شما کاملاً طبیعی است ، من می فهمم و مایل به ارائه کمک هستم.فکر می کنید این امر به دلایل خاص ایجاد شده است؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3944,زن,40-69,اضطراب,آیا اضطراب فعلی شما ناشی از چیزهای خاصی است که می دانید؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3945,مرد,40-69,اضطراب,متاسفم که این را شنیدمآیا احساس خاصی از شما وجود دارد؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3946,زن,40-69,اضطراب,می توانم ببینم که شما بسیار مضطرب هستید.آیا تا به حال اتفاق افتاده است که به این شکل احساس می کنید؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3947,مرد,18-39,اضطراب,من می فهمم که احساس اضطراب وحشتناک است.آیا احساس خاصی از شما وجود دارد؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3948,مرد,18-39,اضطراب,من می دانم که شما الان بهترین احساس را ندارید.فکر می کنید احساسات شما مربوط به هر رویداد خاص است؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3949,زن,40-69,اضطراب,من شنیدم که شما مضطرب هستید.آیا تا به حال اتفاق افتاده است که به این شکل احساس می کنید؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3950,زن,18-39,اضطراب,متاسفم که این احساس را دارید.من می دانم که صحبت کردن در مورد این ممکن است دشوار باشد ، اما آیا یک رویداد خاص وجود دارد که باعث این امر شود؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3951,زن,40-69,اضطراب,آیا چیز خاصی وجود دارد که می توانید به خاطر بسپارید ، ممکن است باعث شود این احساس را داشته باشید؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3952,مرد,18-39,اضطراب,اوه نه ، متأسفانه آن را شنیدم.آیا این احساسات را تحریک کردید؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3953,زن,40-69,اضطراب,این ممکن است خشن باشد.فکر می کنید ممکن است مربوط به آنچه اتفاق افتاده است مرتبط باشد؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3954,زن,18-39,اضطراب,من می دانم که شما مضطرب هستید و من بسیار پشیمان هستم.آیا این باعث این اضطراب شد؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3955,مرد,18-39,اضطراب,این تاسف آور بودآیا چیز خاصی وجود دارد که باعث می شود این احساس را داشته باشید؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3956,زن,40-69,اضطراب,آیا چیز خاصی وجود دارد که باعث شود این احساس را داشته باشید؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3957,زن,18-39,اضطراب,اگر فکر می کنید به اشتراک گذاشتن بسیار راحت است ، می توانید به من بگویید که آیا این احساس ناشی از یک اتفاق خاص است که اتفاق افتاده است؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3958,مرد,40-69,اضطراب,امیدوارم بتوانید کنار بیایید.آیا فکر می کنید اگر رویدادهای خاص یا سؤالاتی دارید که باعث اضطراب شما می شود از شما می پرسم؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3959,مرد,18-39,اضطراب,اوه ، این خوب نیستآیا این مربوط به هر رویداد خاص است؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3960,زن,18-39,اضطراب,متاسفم که حال شما خوب نیستآیا تا به حال اتفاق افتاده است که به این شکل احساس می کنید؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3961,مرد,40-69,اضطراب,تو چطور؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3962,زن,40-69,اضطراب,آیا این به این دلیل است که اتفاقی افتاده است؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3963,مرد,18-39,اضطراب,من فکر می کنم اگر ما در مورد آنچه که احساس می کند صحبت کنیم ، ممکن است کمک کند.آیا این یک رویداد خاص است که باعث می شود احساس پریشانی کنید؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3964,مرد,18-39,اضطراب,چه چیزی باعث می شود شما اینگونه احساس کنید. اگر به من بگویید که به من بگویید ، آیا این یک رویداد خاص است؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3965,زن,40-69,اضطراب,من می توانم شما را بسیار مضطرب ببینم ، من مایل به کمک هستم.آیا چیز خاصی برای ایجاد این احساس وجود دارد؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3966,مرد,18-39,اضطراب,آیا تا به حال اتفاق افتاده است که به این شکل احساس می کنید؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3967,زن,40-69,اضطراب,متاسفم که الان این را تجربه کرده اید.آیا رویداد خاصی وجود دارد که منجر به این امر شود؟امیدوارم که بتوانم کاری برای کمک به آن انجام دهم.,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3968,زن,18-39,اضطراب,متاسفم که می شنوم شما اینگونه احساس می کنید ، گرچه فرقی نمی کند ، شما تنها نیستید.آیا امروز چیز خاصی وجود دارد که باعث می شود چنین احساسی داشته باشید؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3969,مرد,40-69,اضطراب,متاسفم که امروز احساس خوبی ندارید.آیا چیز خاصی وجود دارد که باعث می شود این احساس را داشته باشید؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3970,مرد,40-69,اضطراب,اوه ، متأسفانه من شنیدم که احساس اضطراب می کنید.آیا این احساس ناشی از چیزهایی است که نمی توانید کنترل کنید؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3971,مرد,40-69,اضطراب,من می دانم که شما از چیزی مضطرب هستید و می خواهید کمک کنید.فکر می کنید چیز خاصی وجود دارد و این اتفاق برای این احساس افتاده است؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3972,زن,18-39,اضطراب,متاسفم که امروز احساس اضطراب می شنوم ، که باید برای شما دشوار باشد.آیا امروز این احساس را دارید؟ آیا دلیل خاصی وجود دارد؟ چه اتفاقی افتاده است؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3973,مرد,40-69,اضطراب,متاسفم که این را می شنوم ، می توانم تماس بگیرم.آیا چیز خاصی وجود دارد که باعث می شود این احساس را داشته باشید؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3974,زن,40-69,اضطراب,بنابراین من می توانم به شما در کاهش اضطراب کمک کنم. آیا می توانید به وقایع خاصی فکر کنید که ممکن است باعث آن شود؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3975,مرد,40-69,اضطراب,اوه ، این دشوار است ، همه ما آنجا بوده ایم ، بنابراین من می فهمم.آیا چیز خاصی در مورد احساسات شما وجود دارد؟نگران نباشید ، ما سعی خواهیم کرد آن را حل کنیم.,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3976,زن,18-39,اضطراب,آیا احساس کردید که برای شما اتفاق افتاده است؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3977,زن,18-39,اضطراب,متاسفم که الان مضطرب هستید و می خواهم به من کمک کنم.امیدوارم از من سوال کنید ، اما چیز خاصی وجود دارد؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3978,مرد,40-69,اضطراب,آیا چیزی وجود دارد که باعث می شود چنین احساسی داشته باشید؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3979,زن,18-39,اضطراب,من می توانم روحیه شما را درک کنم.در زندگی خود ، آیا تا به حال اتفاق افتاده است تا این احساس را داشته باشید؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
3980,مرد,18-39,اضطراب,متاسفم که آن را شنیدمآیا چیز خاصی وجود دارد که باعث می شود این احساس را داشته باشید؟,آیا این ناشی از رویدادهای خاص است؟,0,LOW
