response,annotator1_score,annotator2_score,annotator3_score,empathy_score
این مایه تاسف استآیا اتفاق خاصی رخ داده است تا شما را اینگونه احساس کند؟,1,1,2,1
آیا برای اتفاقاتی که اتفاق می افتد مالکیت می گیرید یا احساس می کنید دیگران مقصر احساسات منفی شما هستند؟,0,1,0,0
آیا احساس می کنید همیشه باید برای کسی در آنجا باشید؟,0,0,1,0
ممنون که به من اطلاع دادیدآیا این ناشی از یک رویداد اخیر یا دور (یا وقایع) بود؟,2,1,1,1
آیا همیشه اعتقاد دارید که مقصر این اتفاقات اشتباه یا ناکامی هستید؟,1,0,0,0
من معتقدم که این پروتکل ها ممکن است برای شما سودمند باشد.نگاهی به آنها بیندازید و به من بگویید کدام یک را دوست دارید امتحان کنید.,2,1,1,1
چه احساسی دارید؟,1,0,0,0
آیا بعد از پیروی از پروتکل اکنون احساس بهتری دارید؟,0,0,0,0
از اینکه احساسات خود را با من به اشتراک گذاشتید متشکرم ، من از اعتماد شما قدردانی می کنم.اگر مهم نیست ، اکنون چند سؤال از شما می پرسم تا وضعیت را بهتر درک کنم.,2,2,2,2
اکنون می خواهم با پرسیدن برخی از سؤالات اضافی ، بیشتر در درک معضل شما بپردازم.,1,1,0,1
باشه ممنون ، خوشحالم که راحت در این مورد صحبت کردی.آیا این واقعه که باعث اضطراب شما اخیر یا چندی پیش شد؟,2,1,2,2
آیا همیشه احساس اشتباه می کنید ، هر اتفاقی می افتد؟,1,0,0,0
متشکرم ، ممکن است به من کمک کند تا بدانم چه موقع این اتفاق افتاده است.آیا می توانید به من بگویید ، آیا این یک واقعه اخیر یا دور بود؟,1,2,2,2
می بینم ، متشکرمآیا تا به حال خود را به عنوان قربانی احساسات منفی که دارید می بینید؟,1,0,1,1
ما یک بار دیگر ملاقات می کنیم.,0,0,0,0
آیا شخص دیگری را به خاطر این احساسات منفی که با آنها سر و کار دارید مقصر می دانید؟,0,1,0,0
من می توانم ببینم که شما احساس اضطراب می کنید.آیا اتفاقی افتاده است که شما اینگونه احساس کرده اید؟,1,1,0,1
علت این اضطراب ، آیا این ممکن است اتفاقی باشد که در چند روز گذشته اتفاق افتاده است یا احساس دورتر می کند؟,1,1,2,1
"وقتی فشار دهید ""ادامه"" را به این پروتکل بروید.",0,0,0,0
آیا فکر می کنید ممکن است دیدگاههای دیگری وجود داشته باشد که در وضعیت فعلی شما قابل توجه باشد؟,1,1,1,1
آیا شما همیشه مسئولیت هر اتفاق منفی را که در زندگی شما اتفاق می افتد ، حتی اگر مسئولیت پذیر نیستید ، بر عهده می گیرید؟,1,0,1,1
من می فهمم که شما عصبانی هستید و صدمه دیده اید.آیا فکر می کنید اطرافیان شما احساسات منفی را که تجربه می کنید ایجاد می کنند؟,2,2,2,2
آیا احساس می کنید می خواهید یا نیاز به کنترل رفتار شخص دیگری در زندگی خود دارید؟,0,1,1,1
من از وقت شما برای این کار بسیار سپاسگزارم.امیدوارم دوباره ببینمت.,1,2,2,2
آیا می توانید به من اطلاع دهید که آیا اخیراً به پروتکل 11 اقدام کرده اید و این احساسات غیرقابل کنترل را در نتیجه وقایع اخیر پیدا کرده اید؟,2,1,1,1
آیا با افراد خاصی ، به عنوان مثال همکاران ، دوستان یا اعضای خانواده با مشکلات شخصی روبرو شده اید؟,1,0,1,1
اکنون ، کاملاً طبیعی است که بلافاصله پس از انجام این کار احساس بهتری داشته باشید یا بدتر شوید.چگونه می گویید بعد از تکمیل پروتکل احساس می کنید؟,1,2,2,2
بنابراین ، بر اساس آنچه ما بحث کردیم ، من توصیه های زیر را برای انتخاب شما دارم.لطفاً به من بگویید کدام پروتکل را می خواهید امتحان کنید.,1,2,1,1
به نظر می رسد که شما امروز احساس می کنید ، آیا این یک توصیف دقیق از آنچه شما احساس می کنید؟,1,0,1,1
من می فهمم که می تواند سخت باشد ، بنابراین از شما برای پاسخ دادن به همه چیز با صبر و حوصله متشکرم.آیا اخیراً استرس عاطفی شدید را تجربه کرده اید ، یا از طرف دوستان یا عزیزان خود احساس سوء تفاهم کرده اید؟,2,2,2,2
لطفا به من بگویید که واقعاً چه احساسی دارید.,0,0,0,0
امروز بسیار مثبت است که شما را بسیار مثبت می بینم.آیا می توانم پروتکل مناسب برای روحیه فعلی شما را توصیه کنم؟,2,2,2,2
از وقتی که امروز گذاشتید متشکرم.امیدوارم که دوباره به گپ برگردید.,1,1,2,1
این ایده آل نیست ، اما لطفاً تسلیم نشوید ، طبیعی است که برخی از پروتکل ها می توانند بعضی اوقات احساسات منفی را تحریک کنند.آیا دوست دارید در این زمان پروتکل دیگری را امتحان کنید؟,2,2,2,2
من فکر می کنم گاهی اوقات اضطراب ممکن است احساسات قوی دیگری را به وجود آورد.آیا می توانید به من بگویید که آیا احساس کرده اید یا هر یک از این احساسات را نسبت به کسی ابراز کرده اید:,2,2,1,2
آیا اخیراً این رویداد را از طریق پروتکل 6 مجدداً مورد بررسی قرار داده اید و دریافتید که این احساسات و احساسات اضطراب آور را به وجود آورده است؟,0,2,1,1
با نگاهی به زندگی شخصی خود ، آیا احساس می کنید که یک بحران شخصی را پشت سر می گذارید (به عنوان مثال با عزیزان مشکل دارید)؟,1,2,1,1
متشکرم ، وضعیت سلامتی شما برای من بسیار مهم است.اکنون به امید کاهش این پریشانی در مورد خود سؤالاتی خواهم پرسید.,2,2,2,2
اوه می فهمم.آیا این اتفاق اخیراً رخ داده است یا قبل؟,1,1,2,1
الان شما چه احساسی دارید؟بهتر یا بدتر؟,0,0,0,0
با تشکر از شما برای امتحان کردن پروتکل.اگر به این فکر می کنید که قبل از گرفتن آن چه احساسی دارید و اکنون چه احساسی دارید ، می گویید احساس بهتری دارید یا بدتر؟,1,2,2,2
آیا اتفاق خاصی وجود داشت که باعث شد شما اینگونه احساس کنید؟,0,1,1,1
حالا که از طریق پروتکل کار کرده اید ، می توانید بگویید که آیا قبل از شروع احساس بهتری دارید یا بدتر از آن هستید؟,1,2,1,1
آیا می دانید انرژی زیادی را صرف تلاش برای تغییر اقدامات و رفتار اطرافیان می کنید؟,1,0,1,1
آیا در زندگی شما به خصوص استرس زا اتفاق می افتد؟,0,0,1,0
من توصیه هایی دارم که فکر می کنم ممکن است مفید باشد.لطفاً پیش بروید و نگاهی بیندازید ، می توانید هر پروتکل را که احساس راحتی می کنید انتخاب کنید.,1,2,2,2
آیا در نتیجه نبرد با افراد در زندگی خود احساسات منفی شدید را تجربه می کنید؟,1,1,2,1
متشکرم ، من می فهممآیا احساس می کنید همیشه خود را به خاطر مشکلاتی که با آن روبرو هستید سرزنش می کنید؟,1,1,2,1
هر پروتکل برای همه کار نمی کند ، و این اشکالی ندارد ، من توصیه می کنم که تسلیم نشوید و دوباره امتحان کنید.آیا دوست دارید یکی دیگر را با هم امتحان کنید؟,2,2,2,2
آیا تا به حال متوقف شده اید که فکر کنید اگر این را احساس می کنید زیرا سعی در کنترل کسی دارید و دریافتید که واقعاً هستید؟,1,0,0,0
آیا فکر می کنید اخیراً در روابط خود نیاز به کنترل دارید؟,1,0,0,0
آیا احساس می کنید وقتی اشتباه می شود همیشه مقصر هستید؟,0,1,0,0
آیا شما اعتقاد دارید که می توانید حتی به هزینه خوشبختی خود به شخص دیگری نیز کمک کنید؟,1,0,0,0
آیا می توانید به من بگویید که آیا این اتفاقی افتاده است که اخیراً یا چندی پیش اتفاق افتاده است؟,1,0,1,1
به طور کلی ، آیا احساس می کنید دیگران مقصر مشکلات شما هستند؟,0,0,1,0
در اعماق پایین ، آیا می گویید وقتی می توانید شخص دیگری را کنترل کنید یا شخص دیگری را در انجام آنچه می خواهید کنترل کنید یا دستکاری کنید؟,1,2,2,2
به عقب نگاه می کنید ، آیا همیشه سعی کرده اید خود را در کفش دیگران قرار دهید؟,0,1,1,1
من چند توصیه دارم که می توانیم امتحان کنیم ، اما فکر می کنم بهتر است که ما را امتحان کنیم که فکر می کنید مناسب ترین است.دوست دارید کدام پروتکل را امتحان کنید؟,2,2,2,2
با تشکر از شما برای به اشتراک گذاری.من معتقدم که شما {} ، آیا من در گفتن این حرف درست هستم؟,2,1,2,2
آیا می توانید احساساتی را که در حال حاضر در حال حاضر از آن احساس می کنید برجسته کنید؟,1,2,1,1
من میفهمم.من معتقدم که شما احساس می کنید {} ، آیا می گویید درست است؟,0,0,1,0
آیا احساس می کنید یا دوست دارید در کنترل دیگران باشید؟,0,1,1,1
هر پروتکل را که احساس می کنید بهترین انتخاب را انتخاب کنید.,1,0,0,0
اوه ، من از شنیدن آن بسیار متاسفم ، گاهی اوقات با پروتکل می تواند خاطرات ناراحت کننده را به وجود آورد و می فهمم که می تواند سخت باشد.آیا دوست دارید دوباره با یک پروتکل متفاوت امتحان کنید؟,1,2,2,2
آیا رویدادی که باعث این احساسات اخیر شده بود یا در گذشته های دور بود؟,0,1,1,1
متاسفم که در مورد آن شنیدمآیا این اتفاق اخیراً یا چندی پیش اتفاق افتاده است؟,1,1,1,1
با توجه به آنچه در نظر گرفته اید ، معتقدم که شما احساس می کنید {} ، آیا این مورد است؟لطفاً اگر نه ، مرا اصلاح کنید.,1,2,2,2
من توصیه هایی دارم که فکر می کنم در صورت تمایل می تواند به شما کمک کند.از پروتکل های زیر ، آیا یکی از شما می خواهید اکنون امتحان کنید؟,2,1,2,2
آیا همیشه سعی می کنید خود را به دلیل موقعیت ها و وقایع منفی سرزنش کنید؟,0,1,0,0
آیا شما تمایل دارید هنگام مواجهه با یک وضعیت چالش برانگیز یا مقابله ، همه چیز را به شخصه بپردازید ، همیشه تمام سرزنش های خود را بر روی خود قرار می دهید؟,1,2,1,1
آیا در مورد آن فکر می کنید ، آیا واقعاً دیدگاه ها و دیدگاه های دیگری را در گذشته در نظر گرفته اید؟,1,1,2,1
فکر می کنید این به شما کمک کرده است احساس بهتری داشته باشید؟,0,0,1,0
آیا پروتکل 11 را امتحان کردید ، و اگر چنین است ، آیا این باعث شده است که احساس بدتر کنید؟,0,0,0,0
آیا فکر می کنید که فکر کردن به این رویداد اکنون می تواند به شما آسیب برساند؟,0,1,1,1
آیا باید یک پروتکل متفاوت را امتحان کنیم و ببینیم بعد از آن چه احساسی دارید؟,1,1,1,1
خوب ، متشکرم ، بیایید ببینیم آیا می توانیم به پایین این برسیم.اگر فکر نمی کنید می خواهم چند سوال دیگر از شما بپرسم.,1,2,1,1
می بینم ، متشکرمو آیا این رویداد یا وقایع ، دور یا اخیر بود؟,1,0,0,0
آیا شما احساس می کنید مسئولیت نجات شخص دیگری ، یک دوست عزیز را دارید؟,1,1,1,1
آیا من با فرض اینکه شما احساس می کنید}؟,0,0,0,0
متشکرم ، بیایید کمی بیشتر در مورد این احساس شما تأمل کنیم.آیا می گویید که قربانی هستید و آیا کسی را مقصر می دانید که چه احساسی منفی دارید؟,1,2,2,2
"عالی!اکنون می توانید لطفاً سعی کنید این پروتکل را طی کرده و پس از اتمام ""ادامه"" را فشار دهید.",1,2,2,2
متشکرم.من می خواهم چند سؤال دیگر از شما بپرسم که ممکن است به من در درک کمک کند.,1,0,1,1
آیا ممکن است این باشد که شما در حال حاضر می خواهید مسئولیت شخص دیگری را بر عهده بگیرید؟,2,1,1,1
لطفا به من بگویید ، آیا احساس می کنید که این تقصیر شخص دیگری است که شما اینگونه احساس می کنید؟,0,1,1,1
آیا می توان گفت که شما در حال حاضر در زندگی شخصی خود ، به عنوان مثال در روابط با عزیزان یا دوستان ، شرایط سختی را تجربه می کنید؟,1,2,2,2
به شما می گویید در حال حاضر چه احساسی دارید؟,1,2,1,1
آیا این یک دوره به خصوص چالش برانگیز در زندگی شما در حال حاضر است؟,0,1,0,0
متشکرم ، من می خواهم بفهمم چه اتفاقی می افتد ، بنابراین من برای کمک به آنها بهتر مجهز هستم.آیا می گویید نجات دیگران باعث خوشحالی شما می شود؟,1,2,2,2
متاسفم که برای شما اتفاق افتاد ، سخت است که از طریق چیزی ناراحت کننده باشید.آیا این اتفاق اخیراً رخ داده است یا مدتی برگشت؟,1,2,2,2
من مشتاقانه منتظر دیدن شما به زودی دوباره هستم ، مراقبت کنید.,1,1,2,1
من واقعاً قدردانی می کنم که با من صحبت می کنید ، صحبت کردن در مورد احساسات شخص شجاعت دارد.لطفاً هر وقت احساس می کنید بیشتر صحبت کنید برگردید.,2,2,2,2
الان چه احساسی دارید؟,1,0,0,0
آیا می توانم بپرسم که آیا این چیزی اخیر بوده است یا در گذشته که این احساس را به وجود آورده است؟,2,1,1,1
آیا در زندگی خود آسیب های شخصی را پشت سر می گذارید؟,0,1,0,0
من توصیه هایی برای شما دارم.لطفاً نگاهی بیندازید و هر پروتکل را که می خواهید امتحان کنید انتخاب کنید.,1,0,0,0
وقتی چیزی پیش می رود ، آیا همیشه بدون توجه به اینکه واقعاً اشتباه کرده اید ، خود را سرزنش می کنید؟,1,1,1,1
آیا اخیراً هیچ یک از این احساسات شما را آزار داده است:,0,0,0,0
این مهم است که بفهمید چه مدت با این موضوع سر و کار داشته اید.آیا می توانم بپرسم که آیا این یک واقعه اخیر یا دور بوده است؟,2,2,1,2
آیا فکر می کنید وظیفه شماست که شخص دیگری را نجات دهید؟,1,0,0,0
آیا احساس می کنید این یک بحران شخصی است که تجربه می کنید؟,0,1,0,0
متاسفم که این را شنیدمآیا یک چیز خاص وجود دارد که باعث این احساس شده است؟,1,2,2,2
آیا شما با دوستان یا خانواده مسائل مهم اخیر داشته اید که ممکن است باعث این احساسات منفی شود؟,0,2,2,2
آیا می توانید در مورد آنچه اتفاق افتاده است بیشتر به من بگویید.آیا این رویداد دور بود یا اخیر؟,2,1,2,2
اگر من به درستی درک می کنم ، شما به عنوان {} شناخته می شوید ، آیا این یک ارزیابی عادلانه است؟,1,1,0,1
از شنیدن این حرف بسیار متاسفمآیا دوست دارید پروتکل دیگری را امتحان کنید؟,1,1,2,1
در اینجا افکار من آورده شده است که کدام پروتکل ها برای شما مناسب تر هستند.لطفاً پروتکل را که می خواهید امتحان کنید انتخاب کنید:,1,1,1,1
آیا می گویید بعد از گرفتن پروتکل احساس بهتری یا بدتر می کنید؟,1,1,0,1
آیا این عادلانه است که بگوییم افراد دیگر غالباً مسئول احساسات و افکار منفی شما هستند ، که شما نسبت به این موضوع ناتوان هستید؟,1,2,2,2
با تشکر از شما برای به اشتراک گذاری.من معتقدم که شما {} ، آیا من در گفتن این حرف درست هستم؟,2,1,1,1
"این عالی است ، خوشحالم که شما حاضرید این کار را امتحان کنید ، امیدوارم که آن را بسیار مفید بدانید.لطفاً هنگامی که آماده هستید ، پروتکل را از طریق پروتکل طی کنید و اگر می توانید یکبار انجام دهید ""ادامه دهید"" ، این عالی خواهد بود.",2,2,2,2
"اگر اکنون می توانید پروتکل منتخب را امتحان کنید ، قدردانی می کنم.هنگامی که احساس آمادگی کردید ، برگردید و ""ادامه"" را فشار دهید.",1,1,2,1
متشکرم ، می بینمآیا این امکان وجود دارد که شما در تلاش برای کنترل شخص دیگری باشید؟,2,1,1,1
خارق العاده ، من از شنیدن آن بسیار خوشحالم.من یک پروتکل دارم که ممکن است این احساس مثبت را تقویت کند ، آیا دوست دارید آن را امتحان کنید؟,2,2,1,2
آیا شاید با عزیزان با مشکل روبرو شوید؟,0,0,1,0
من فقط می خواهم روشن کنم که شما احساس می کنید {} ، آیا این درست است؟,0,0,0,0
آیا تمام دیدگاه های ارائه شده را در نظر گرفته اید؟,0,0,0,0
خیلی متاسفم که اینگونه احساس کردیمن می دانم که صحبت کردن در مورد این ممکن است دشوار باشد ، اما آیا یک رویداد خاص وجود دارد که باعث این امر شده است؟,1,2,2,2
متاسفم که شما الان این منفی را تجربه می کنید.اگر ممکن است بپرسم ، و لطفاً صادق باشید ، آیا می گویید که همیشه وقتی این موارد به شما ارائه می شود ، به دیدگاه دیگران توجه کرده اید؟,2,1,2,2
خوش برگشتی!بعد از گرفتن پروتکل چه احساسی دارید؟,2,1,2,2
آیا احساس می کنید دیگران مسئول احساسات منفی شما هستند؟,0,1,0,0
آیا فکر می کنید چیزی اخیر باعث این احساس شده است ، یا چیزی دورتر بود؟,1,0,1,1
آیا احساس می کنید که احساسات غم انگیز اخیر شما ممکن است به تلاش برای پروتکل 6 نسبت داده شود؟,1,1,2,1
با تشکر از وقت امروز شما!امیدوارم به زودی خبرهایی از تو بشنوم!,1,0,0,0
بسیار متشکرم که این موضوع را با من به اشتراک گذاشتید ، می دانم که انجام این کار آسان نیست.اگر به آن احساس می کنید ، می خواهم سؤالات بیشتری از شما بپرسم تا بتوانم درک بهتری از وضعیت شما داشته باشم.,2,2,2,2
آیا فکر می کنید مشکل شخص دیگری باید مشکل شما برای حل باشد؟,0,0,0,0
آیا آنچه را که در زندگی خود اتفاق می افتد گرفته اید و از دیدگاه های مختلف به آن نگاه می کنید؟,0,0,0,0
من تعجب می کنم ، آیا تلاش پروتکل 6 اخیراً باعث ایجاد احساس بد شده است؟اگر این اتفاق افتاد ، امیدوارم که شما از آن تمرین زیاد رنج نبرید.,1,2,2,2
آیا شما به هیچ وجه پروتکل 6 را امتحان کرده اید و اگر چنین بود ، این احساسات منفی را از گذشته ایجاد کرده است؟,1,1,1,1
آیا این رویداد اخیراً اتفاق افتاده است یا این چیزی است که مدتی در ذهن شما بوده است؟,1,0,1,1
من واقعاً از پاسخ شما به سوالاتم تاکنون قدردانی می کنم.من قصد دارم برخی از سؤالاتی را که دارم انجام دهم ، تا من کاملاً از وضعیت شما آگاه باشم.,2,1,1,1
آیا توانستید پروتکل 6 را امتحان کنید ، و اگر چنین بود ، آیا احساس می کنید پروتکل همان احساسات دشوار را که در گذشته تجربه کرده اید به وجود آورده اید؟,1,1,0,1
آیا از اطرافیان خود جدا شده اید یا اینکه ایمنی شما به نوعی در معرض خطر است؟,1,0,0,0
ممنون که در این مورد با من ماندید.در گذشته ، آیا تا به حال بر روی هر یک از احساسات زیر نسبت به کسی احساس کرده اید یا عمل کرده اید:,2,1,1,1
آیا می توانید به من اطلاع دهید که آیا هر یک از احساسات زیر را تجربه کرده اید یا می خواهید آنها را نسبت به شخص دیگری بیان کنید:,1,0,0,0
آیا نگرانی فعلی شما در مورد شخصی که سعی در کمک به آن دارید می چرخد؟,1,0,2,1
آیا این رویداد مدتها پیش بود ، یا شاید اتفاقی که اخیراً برای شما افتاده است؟,1,1,2,1
آیا اخیراً پروتکل 6 را امتحان کرده اید و آیا برخی از احساسات سخت از گذشته را بازگرداند؟,1,0,1,1
آیا پروتکل 6 را انجام دادید و آیا این باعث شده است که احساس بدتر کنید؟,1,0,0,0
آیا پروتکل 6 را امتحان کرده اید و اگر چنین است ، آیا در مورد گذشته افکار منفی داشتید که باعث شده ذهن شما در آن جهت سرگردان شود؟,2,1,1,1
"آیا اخیراً احساس می کنید ، مانند مردم ""برای گرفتن شما"" هستند؟",0,1,0,0
آیا شما در هر زمان هر یک از احساسات زیر را نسبت به کسی بیان کرده یا احساس کرده اید:,0,0,1,0
آیا هیچ یک از این احساسات را به شدت نسبت به کسی احساس کرده اید:,0,0,1,0
آیا احساس می کنید دیگران عمداً به گونه ای رفتار می کنند که باعث می شود احساس بدی کنید؟,0,1,1,1
لطفاً به من بگویید ، آیا این ناشی از یک رویداد/S خاص بود؟,1,0,1,1
آیا به هر فرصتی ، شما اخیراً هیچ یک از این احساسات شدید را نسبت به هر کسی احساس کرده اید:,1,1,2,1
آیا روحیه فعلی شما می تواند به این واقعیت بستگی داشته باشد که شما قادر به کمک به یک عزیز نبودید و به همین دلیل احساس گناه می کنید؟,2,1,1,1
آیا با افراد زندگی خود روابط تنگاتنگ دارید و این باعث ناراحتی شما می شود؟,0,1,1,1
آیا فکر می کنید احساس بهتری نسبت به گذشته دارید؟,0,0,1,0
آیا شما اعتقاد دارید که این تقصیر شخص دیگری است که احساس کمتری دارید؟,0,1,0,0
این شرم آور است که کسی برای شما کار نکرد ، اما ما پروتکل را پیدا خواهیم کرد که کار کند.آیا دوست دارید مورد دیگری را امتحان کنید که امیدوارم برای شما بسیار مفیدتر باشد؟,1,2,2,2
آیا فکر می کنید روش دیگری وجود دارد که بتوانید این وضعیت را مشاهده کنید ، و آیا توصیه های دیگران به شما در یافتن آن کمک می کند؟,1,2,2,2
آیا خود را ناجی شخص دیگری می دانید؟,0,0,1,0
از اینکه باز و با من به اشتراک گذاشتید متشکرم.به نظر می رسد امروز {} ، آیا این را هم می گویید؟,2,2,2,2
با عرض پوزش از شنیدن حال شما بدترآیا دوست دارید ادامه دهید و پروتکل دیگری انجام دهید؟,1,2,2,2
آیا این احساس کنترل کننده ای است که شاید تجربه کنید ، مانند اینکه می خواهید یک وضعیت یا شخص را کنترل کنید؟,1,2,2,2
آیا هنگام تلاش برای تجدید نظر در مورد تروما ، همانطور که در پروتکل 6 درخواست شده است ، آیا متوجه شدید که از نظر عاطفی ناراحت کننده هستید و در ادامه کار مشکل دارید؟,1,2,2,2
آیا شما حتی اگر ناعادلانه تمایل داشته باشید همیشه خود را به خاطر همه چیز بدی که در زندگی شما اتفاق می افتد سرزنش کنید؟,1,1,2,1
من واقعاً از تلاش شما قدردانی می کنم ، از اینکه شرکت کردید متشکرم.بیایید به زودی دوباره صحبت کنیم.,1,2,2,2
من نمی دانم که آیا همیشه احساس می کنید مشکل ایجاد کرده اید ، حتی اگر واقعاً تقصیر شما نباشد؟,2,1,1,1
آیا در زندگی شخصی شما اتفاقی افتاده است تا این احساسات را ایجاد کند؟,0,0,1,0
من می خواهم بهتر درک کنم که چرا در حال حاضر این احساس منفی را تجربه می کنید.آیا احساس می کنید که باید شخص دیگری را نجات دهید؟,2,1,1,1
آیا چیزی دشوار یا آسیب زا است که اکنون در زندگی شخصی خود از آن عبور می کنید؟,1,1,1,1
آیا به دیگران گوش می دهید؟,0,0,0,0
اشکالی ندارد ، متشکرم که به من اطلاع دادید.آیا به ویژه کسی وجود دارد که شما را به خاطر غم و اندوه خود سرزنش می کنید؟,1,2,2,2
فوق العاده!چگونه می توانم پروتکل را به شما توصیه کنم تا مطمئن شوید که این احساس مثبت را گنج می کنید؟,2,1,2,2
آیا این به دلیل اتفاقی است که افتاده است؟,0,0,0,0
با تمام صداقت ، آیا فکر می کنید همیشه در دسترس هستید تا گزینه های دیدگاه خود را در نظر بگیرید؟,1,0,1,1
آیا دوست دارید پروتکل دیگری را امتحان کنید؟,0,1,0,0
ما به پایان جلسه رسیده ایم ، می خواهم از شما تشکر کنم که وقت خود را برای کار با من انجام داده اید.به زودی میبینمت.,2,1,2,2
سپس نمی دانم که آیا احساس می کنید مقصر هستید.وقتی چیزی به نتیجه نرسد ، آیا تمایل دارید که به شدت سرزنش کنید و خود را متهم کنید؟,1,2,2,2
آیا فکر می کنید که بتوانید شخص دیگری را کنترل کنید یا سعی در کنترل آنها دارید؟,1,0,0,0
آیا احساس می کنید که همه چیز و همه در حال حاضر مخالف شما هستند؟,0,0,1,0
وقتی همه چیز برای شما اشتباه پیش می رود ، آیا همیشه سرزنش خود را بر عهده می گیرید ، یا همیشه خود را به اشتباه متهم می کنید؟,1,0,1,1
طبیعی است که خودمان را به خاطر مشکلات خود مقصر بدانیم ، اما باید مراقب باشیم که این کار را به یک عادت مخرب تبدیل نکنیم.آیا متوجه می شوید که همیشه خود را به خاطر هر چیزی که اشتباه می شود سرزنش می کنید؟,2,2,1,2
من می فهمم ، متشکرمآیا این رویداد اخیر بود یا دورتر؟,2,1,1,1
آیا احساس می کنید که نگرش دیگران را کنترل می کنید؟,1,0,0,0
آیا می توانم بپرسم آیا شما اعتقاد دارید که این مسئولیت خود شماست که شخص دیگری را از مشکلات آنها نجات دهید؟,2,1,1,1
بعد از گرفتن این پروتکل چه احساسی دارید؟,1,0,1,1
با تشکر از شما برای به اشتراک گذاری.من می خواهم چند سؤال از شما بپرسم تا بتوانم کمی بیشتر درک کنم.,0,1,1,1
پیشنهادات من اینجاست.آیا می خواهید هر یک از آنها را امتحان کنید؟,0,0,1,0
آیا می توانید لطفاً بیان کنید که اکنون که این پروتکل را پشت سر گذاشتید ، چه احساسی دارید؟,1,2,1,1
"وقتی آماده هستید ، ""ادامه"" را انتخاب کنید.",0,0,0,0
آیا خود را قربانی می بینید ، یا شخص دیگری را به خاطر احساسات خود سرزنش می کنید؟,1,0,0,0
چه احساسی دارید که اکنون پروتکل را تکمیل کرده اید ، اگر ممکن است بپرسم؟من امیدوارم که احساس بهتری داشته باشید ، اما اگر احساس بدتر کنید ، خوب است ، فقط به من بگویید و من سعی می کنم کمک کنم.,2,2,2,2
ممکن است در حال حاضر احساسات شدید زیادی را تجربه کنید.آیا شما هیچ یک از احساسات زیر را احساس کرده اید ، چه در داخل یا آنها را به سمت شخص دیگری بیان کرده اید:,1,2,2,2
من واقعاً خوشحالم که ما موفق شدیم این بار را با هم داشته باشیم ، امیدوارم که این به شما کمک کند.هر زمان که احساس می کنید بیشتر صحبت می کنید می توانید برگردید.,2,2,2,2
لطفاً توصیه های من را در زیر پیدا کنید.می توانید پروتکل مورد نظر خود را انتخاب کنید.,1,0,0,0
متاسفم که می شنوم امروز احساس خوبی ندارید.آیا این چیز خاصی است که باعث شده است که شما اینگونه احساس کنید؟,1,2,2,2
آیا احساس می کنید دوست دارید به پروتکل دیگری نگاه کنید؟,1,1,0,1
آیا می توانید به من بگویید که آیا این رویداد ناراحت کننده از مدتی پیش بوده است یا اخیراً اتفاق افتاده است؟,1,1,1,1
آیا همیشه در مورد نحوه ظاهر شدن اوضاع در زندگی خود احساس مسئولیت می کنید؟,0,1,0,0
متاسفم که این پروتکل قادر به کمک به شما نبود.آیا دوست دارید دیگری را امتحان کنید؟,1,1,2,1
آیا احساس می کنید اگر دیگران شیوه رفتار خود را تغییر دهند ، زندگی شما را آسان تر می کند؟,1,1,1,1
بعضی اوقات وقتی عصبانی می شویم ، به این دلیل است که ما می خواهیم به مردم کمک کنیم ، اما احساس می کنیم نمی توانیم یا آنها اجازه نمی دهیم.آیا احساس می کنید کسی در زندگی شما وجود دارد که می خواهید نجات یا نجات دهید؟,2,2,2,2
با تشکر از شما برای به اشتراک گذاری این.بدون اینکه به جزئیات بیش از حد بپردازیم ، آیا این رویداد اخیر بود یا مدتی است که اینگونه بوده است؟,1,2,2,2
متشکرم ، من می فهممآیا می گویید که این احساسات منفی با تلاش اخیر در پروتکل 6 ایجاد شده است؟,1,2,2,2
اگر باید با خود صادق باشید ، آیا احساس می کنید که می توانید یا می خواهید کسی را کنترل کنید؟,0,1,1,1
براساس آنچه به من گفته اید ، من برخی از پروتکل ها را انتخاب کرده ام که ممکن است برای شما مفید باشد.می توانید پروتکل مورد نظر خود را انتخاب کنید و به شما نمایش داده می شود تا بتوانید آن را امتحان کنید.,2,1,2,2
آیا شما سعی کردید پروتکل 6 را تکمیل کنید و منجر به ایجاد مجدد احساسات بد به دلیل اتفاقاتی که در گذشته رخ داده است؟,1,0,1,1
با تشکر از شما برای به اشتراک گذاری.آیا می توانید لطفاً به من بگویید که آیا این واقعه که اتفاق افتاده است و باعث اضطراب شما در گذشته اخیر یا دوردست شده است؟هرچه بیشتر درک کنم ، بیشتر می توانم از شما حمایت کنم.,2,2,2,2
آیا تا به حال نگران این هستید که ممکن است احساسات منفی خود را بر روی شخص دیگری بیرون بیاورید؟,1,1,2,1
از پاسختان ممنونم.اکنون دوست دارم از شما بپرسم که آیا احساس می کنید قربانی هستید ، و شخص دیگری مقصر است که شما را به این احساس احساس می کند.,1,1,2,1
آیا شما سعی می کنید ناجی شخص دیگری باشید؟,1,0,0,0
من با احساس غم و اندوه ای که در حال حاضر تجربه می کنید همدردی می کنم.من تعجب می کنم ، آیا کسی در زندگی شما وجود دارد که احساس می کنید مقصر غم و اندوه شما است؟,2,2,2,2
احساس می کنم امروز کاملاً احساس می کنید ، درست است؟,0,0,1,0
